huboid,name,party,office,region,sdName,sggName,nec_detail_url,tax_arrears_5y_thousand_krw,tax_arrears_5y_display,tax_arrears_current_thousand_krw,criminal_record_disclosure
100157039,전재석,무소속,구시군의회의원,경상남도 사천시라선거구,경상남도,사천시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157039,158407,1.6억원,0,없음
100165585,김경훈,무소속,시도의원,경상북도 구미시제1선거구,경상북도,구미시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165585,157319,1.6억원,150653,1건
100159615,이철우,무소속,기초단체장,경상남도 함양군,경상남도,함양군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159615,154135,1.5억원,0,2건
100162489,김호경,국민의힘,시도의원,서울특별시 관악구제4선거구,서울특별시,관악구제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162489,148303,1.5억원,0,1건
100155292,김성수,국민의힘,구시군의회의원,충청북도 청주시타선거구,충청북도,청주시타선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155292,147413,1.5억원,0,없음
100163054,전혜란,무소속,구시군의회의원,충청북도 단양군나선거구,충청북도,단양군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163054,143145,1.4억원,69238,없음
100162099,신동윤,국민의힘,구시군의회의원,대구광역시 달성군라선거구,대구광역시,달성군라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162099,132283,1.3억원,0,2건
100159781,조승준,더불어민주당,구시군의회의원,전라남도 담양군나선거구,전라남도,담양군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159781,117346,1.2억원,0,3건
100158649,설경민,더불어민주당,구시군의회의원,전북특별자치도 군산시나선거구,전북특별자치도,군산시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158649,109044,1.1억원,0,없음
100161998,김명숙,더불어민주당,시도의원,경기도 평택시제2선거구,경기도,평택시제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161998,108018,1.1억원,0,없음
100164973,김혜영,국민의힘,구시군의회의원,경기도 평택시라선거구,경기도,평택시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164973,106502,1.1억원,0,없음
100165338,권진희,더불어민주당,기초의원비례,경상남도 김해시,경상남도,김해시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165338,103746,1억원,0,없음
100159512,임은두,더불어민주당,구시군의회의원,전북특별자치도 임실군나선거구,전북특별자치도,임실군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159512,102940,1억원,0,1건
100159999,이두원,무소속,기초단체장,충청남도 홍성군,충청남도,홍성군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159999,101037,1억원,20075,2건
100161225,박무봉,무소속,구시군의회의원,강원특별자치도 태백시가선거구,강원특별자치도,태백시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161225,99955,"9,996만원",57982,11건
100159106,진호건,더불어민주당,시도의원,전남광주통합특별시 곡성군선거구,전남광주통합특별시,곡성군선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159106,89953,"8,995만원",0,없음
100165548,권보성,국민의힘,기초의원비례,부산광역시 금정구,부산광역시,금정구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165548,74961,"7,496만원",0,1건
100158796,손경식,국민의힘,구시군의회의원,경상북도 안동시바선거구,경상북도,안동시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158796,67766,"6,777만원",52288,1건
100154803,정근효,진보당,시도의원,제주특별자치도 제주특별자치도 제주시 연동을선거구,제주특별자치도,제주특별자치도 제주시 연동을선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154803,65652,"6,565만원",0,없음
100161260,김혜란,국민의힘,구시군의회의원,경상남도 창원시나선거구,경상남도,창원시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161260,62425,"6,243만원",0,1건
100165493,이현철,더불어민주당,광역의원비례,제주특별자치도 제주특별자치도,제주특별자치도,제주특별자치도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165493,55924,"5,592만원",0,없음
100158581,양아영,국민의힘,구시군의회의원,경상북도 포항시바선거구,경상북도,포항시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158581,55528,"5,553만원",21567,1건
100157757,정재충,무소속,구시군의회의원,경상북도 안동시라선거구,경상북도,안동시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157757,52659,"5,266만원",46618,없음
100162619,오태원,국민의힘,기초단체장,부산광역시 북구,부산광역시,북구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162619,52238,"5,224만원",0,1건
100160160,전연석,국민의힘,구시군의회의원,충청남도 금산군나선거구,충청남도,금산군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160160,50587,"5,059만원",0,3건
100156578,김영회,더불어민주당,구시군의회의원,서울특별시 강서구가선거구,서울특별시,강서구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156578,48546,"4,855만원",0,없음
100158385,최원병,국민의힘,시도의원,강원특별자치도 원주시제5선거구,강원특별자치도,원주시제5선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158385,45461,"4,546만원",0,1건
100157901,황소제,더불어민주당,구시군의회의원,경기도 광주시다선거구,경기도,광주시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157901,44769,"4,477만원",0,없음
100163187,김익만,무소속,구시군의회의원,전라남도 장흥군가선거구,전라남도,장흥군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163187,44487,"4,449만원",44487,없음
100165310,강보람,조국혁신당,기초의원비례,전북특별자치도 김제시,전북특별자치도,김제시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165310,40274,"4,027만원",39639,없음
100155398,한정민,더불어민주당,구시군의회의원,전라남도 순천시자선거구,전라남도,순천시자선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155398,38713,"3,871만원",0,1건
100165854,이지용,국민의힘,구시군의회의원,인천광역시 미추홀구가선거구,인천광역시,미추홀구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165854,36819,"3,682만원",26412,2건
100155986,김정애,더불어민주당,시도의원,서울특별시 관악구제4선거구,서울특별시,관악구제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155986,35285,"3,529만원",0,없음
100160944,최선경,더불어민주당,구시군의회의원,충청남도 홍성군가선거구,충청남도,홍성군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160944,35207,"3,521만원",0,1건
100162444,남희태,무소속,시도의원,경상북도 경산시제2선거구,경상북도,경산시제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162444,33017,"3,302만원",0,4건
100158417,권영학,국민의힘,구시군의회의원,경기도 화성시자선거구,경기도,화성시자선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158417,32282,"3,228만원",0,없음
100163879,김진숙,더불어민주당,구시군의회의원,경기도 안산시나선거구,경기도,안산시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163879,31827,"3,183만원",31827,없음
100161495,이상빈,조국혁신당,구시군의회의원,서울특별시 강서구가선거구,서울특별시,강서구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161495,30974,"3,097만원",0,없음
100161325,박성만,더불어민주당,구시군의회의원,전북특별자치도 고창군가선거구,전북특별자치도,고창군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161325,29822,"2,982만원",0,1건
100160467,박세훈,국민의힘,기초단체장,인천광역시 검단구,인천광역시,검단구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160467,29633,"2,963만원",0,1건
100158170,손득호,개혁신당,구시군의회의원,강원특별자치도 동해시가선거구,강원특별자치도,동해시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158170,29225,"2,923만원",27698,1건
100162363,손효원,더불어민주당,구시군의회의원,대구광역시 서구가선거구,대구광역시,서구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162363,28577,"2,858만원",0,없음
100165149,주은숙,조국혁신당,기초의원비례,충청남도 천안시,충청남도,천안시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165149,28555,"2,856만원",0,없음
100162509,김호식,무소속,구시군의회의원,경상북도 경주시나선거구,경상북도,경주시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162509,28198,"2,820만원",0,2건
100162655,빈호준,국민의힘,구시군의회의원,경기도 안산시사선거구,경기도,안산시사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162655,27736,"2,774만원",0,3건
100157639,조은희,더불어민주당,시도의원,전북특별자치도 익산시제2선거구,전북특별자치도,익산시제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157639,27494,"2,749만원",0,1건
100162591,김희영,국민의힘,구시군의회의원,경기도 용인시사선거구,경기도,용인시사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162591,26936,"2,694만원",0,없음
100160119,권광기,더불어민주당,구시군의회의원,경상북도 청송군가선거구,경상북도,청송군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160119,26555,"2,656만원",0,3건
100156077,노광자,더불어민주당,구시군의회의원,서울특별시 관악구나선거구,서울특별시,관악구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156077,26432,"2,643만원",0,없음
100156020,최광선,국민의힘,시도의원,충청남도 예산군제1선거구,충청남도,예산군제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156020,25918,"2,592만원",0,없음
100156368,연주현,국민의힘,구시군의회의원,경기도 구리시나선거구,경기도,구리시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156368,25784,"2,578만원",17933,2건
100160564,김윤희,더불어민주당,구시군의회의원,서울특별시 강남구사선거구,서울특별시,강남구사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160564,25066,"2,507만원",0,없음
100165624,조은희,국민의힘,기초의원비례,경상북도 상주시,경상북도,상주시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165624,24654,"2,465만원",0,없음
100157302,장재호,무소속,구시군의회의원,경상북도 김천시바선거구,경상북도,김천시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157302,23681,"2,368만원",3433,10건
100156697,이기범,더불어민주당,구시군의회의원,경기도 수원시타선거구,경기도,수원시타선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156697,23568,"2,357만원",0,없음
100162116,최재규,국민의힘,시도의원,대구광역시 달성군제2선거구,대구광역시,달성군제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162116,23516,"2,352만원",0,없음
100164707,배관구,국민의힘,광역의원비례,부산광역시 부산광역시,부산광역시,부산광역시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164707,22763,"2,276만원",0,2건
100161059,한규창,국민의힘,구시군의회의원,인천광역시 검단구나선거구,인천광역시,검단구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161059,21652,"2,165만원",0,1건
100165193,김봉환,개혁신당,광역의원비례,경상북도 경상북도,경상북도,경상북도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165193,21015,"2,102만원",0,1건
100165433,최인정,국민의힘,기초의원비례,서울특별시 관악구,서울특별시,관악구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165433,20912,"2,091만원",0,없음
100163211,김영환,국민의힘,시도지사,충청북도 충청북도,충청북도,충청북도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163211,20878,"2,088만원",0,없음
100158850,김재곤,국민의힘,구시군의회의원,경상북도 봉화군다선거구,경상북도,봉화군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158850,20732,"2,073만원",0,9건
100164618,정종태,자유와혁신,광역의원비례,서울특별시 서울특별시,서울특별시,서울특별시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164618,20276,"2,028만원",17102,2건
100155144,윤영섭,국민의힘,구시군의회의원,경기도 남양주시가선거구,경기도,남양주시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155144,20097,"2,010만원",14620,1건
100157541,김진선,국민의힘,기초단체장,서울특별시 강서구,서울특별시,강서구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157541,19404,"1,940만원",0,없음
100156803,박상준,더불어민주당,기초단체장,부산광역시 강서구,부산광역시,강서구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156803,18976,"1,898만원",0,없음
100159215,윤상훈,국민의힘,구시군의회의원,경기도 포천시나선거구,경기도,포천시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159215,18300,"1,830만원",0,없음
100158353,박정호,국민의힘,시도의원,경상북도 포항시제8선거구,경상북도,포항시제8선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158353,18143,"1,814만원",0,3건
100163673,윤태길,국민의힘,시도의원,경기도 하남시제4선거구,경기도,하남시제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163673,18080,"1,808만원",0,3건
100160016,이의명,더불어민주당,구시군의회의원,인천광역시 옹진군다선거구,인천광역시,옹진군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160016,18079,"1,808만원",17079,3건
100160746,김근영,더불어민주당,구시군의회의원,부산광역시 연제구나선거구,부산광역시,연제구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160746,17656,"1,766만원",0,없음
100156608,서동수,더불어민주당,구시군의회의원,전북특별자치도 군산시가선거구,전북특별자치도,군산시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156608,17609,"1,761만원",0,1건
100160767,손말남,국민의힘,구시군의회의원,경상북도 경산시가선거구,경상북도,경산시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160767,16377,"1,638만원",0,3건
100160298,전영탁,더불어민주당,구시군의회의원,경상북도 영주시바선거구,경상북도,영주시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160298,16160,"1,616만원",0,1건
100159419,양해영,무소속,구시군의회의원,전라남도 곡성군나선거구,전라남도,곡성군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159419,15711,"1,571만원",0,5건
100160312,윤대영,국민의힘,구시군의회의원,충청북도 진천군가선거구,충청북도,진천군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160312,15101,"1,510만원",0,없음
100157190,이문선,무소속,구시군의회의원,강원특별자치도 강릉시다선거구,강원특별자치도,강릉시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157190,15056,"1,506만원",2549,2건
100163996,강덕수,자유민주당,구시군의회의원,대구광역시 남구다선거구,대구광역시,남구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163996,15046,"1,505만원",13412,없음
100153791,이병학,무소속,교육감,충청남도 충청남도,충청남도,충청남도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153791,14989,"1,499만원",0,1건
100157398,서용덕,더불어민주당,구시군의회의원,대구광역시 중구가선거구,대구광역시,중구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157398,14956,"1,496만원",0,없음
100162846,안준수,무소속,구시군의회의원,경상북도 포항시다선거구,경상북도,포항시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162846,14369,"1,437만원",0,없음
100157504,이병길,국민의힘,시도의원,경기도 남양주시제8선거구,경기도,남양주시제8선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157504,14067,"1,407만원",11667,없음
100157043,김현희,더불어민주당,구시군의회의원,서울특별시 강서구라선거구,서울특별시,강서구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157043,13910,"1,391만원",13562,없음
100161222,전남주,조국혁신당,구시군의회의원,전라남도 신안군나선거구,전라남도,신안군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161222,13498,"1,350만원",13101,2건
100161751,윤영수,국민의힘,구시군의회의원,경상북도 김천시사선거구,경상북도,김천시사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161751,13400,"1,340만원",0,2건
100163412,박현욱,국민의힘,시도의원,제주특별자치도 제주특별자치도 제주시 일도2동선거구,제주특별자치도,제주특별자치도 제주시 일도2동선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163412,13227,"1,323만원",14918,없음
100155097,윤지영,더불어민주당,시도의원,강원특별자치도 춘천시제1선거구,강원특별자치도,춘천시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155097,13172,"1,317만원",0,없음
100157800,박해영,국민의힘,시도의원,경상남도 창원시제3선거구,경상남도,창원시제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157800,13150,"1,315만원",0,1건
100163553,이동한,더불어민주당,구시군의회의원,경기도 군포시다선거구,경기도,군포시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163553,12829,"1,283만원",0,2건
100159227,노성진,국민의힘,구시군의회의원,경상남도 통영시나선거구,경상남도,통영시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159227,12790,"1,279만원",0,3건
100159796,양광,더불어민주당,구시군의회의원,전라남도 진도군가선거구,전라남도,진도군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159796,12741,"1,274만원",9067,없음
100157479,김선임,더불어민주당,구시군의회의원,경기도 성남시나선거구,경기도,성남시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157479,12662,"1,266만원",0,없음
100155756,강충환,더불어민주당,구시군의회의원,경기도 안성시나선거구,경기도,안성시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155756,12321,"1,232만원",0,1건
100156722,정토근,무소속,구시군의회의원,경기도 안성시다선거구,경기도,안성시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156722,12319,"1,232만원",0,3건
100163004,장정순,더불어민주당,구시군의회의원,경기도 용인시아선거구,경기도,용인시아선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163004,12312,"1,231만원",0,없음
100163694,우태주,개혁신당,구시군의회의원,경기도 용인시카선거구,경기도,용인시카선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163694,12136,"1,214만원",0,1건
100165859,임성훈,무소속,구시군의회의원,전라남도 화순군나선거구,전라남도,화순군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165859,12103,"1,210만원",0,1건
100163368,조용석,무소속,구시군의회의원,강원특별자치도 원주시나선거구,강원특별자치도,원주시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163368,11996,"1,200만원",0,없음
100163031,공기환,국민의힘,구시군의회의원,서울특별시 양천구가선거구,서울특별시,양천구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163031,11553,"1,155만원",0,없음
100157772,김기준,더불어민주당,구시군의회의원,경기도 남양주시사선거구,경기도,남양주시사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157772,11539,"1,154만원",0,없음
100162546,박미정,국민의힘,구시군의회의원,서울특별시 서초구가선거구,서울특별시,서초구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162546,11307,"1,131만원",0,없음
100163005,김규학,더불어민주당,시도의원,대구광역시 북구제5선거구,대구광역시,북구제5선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163005,11190,"1,119만원",0,1건
100162163,오시백,더불어민주당,구시군의회의원,충청북도 단양군나선거구,충청북도,단양군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162163,11091,"1,109만원",0,1건
100164243,전순자,국민의힘,광역의원비례,충청남도 충청남도,충청남도,충청남도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164243,11013,"1,101만원",0,없음
100160363,이춘복,무소속,구시군의회의원,전라남도 보성군가선거구,전라남도,보성군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160363,10978,"1,098만원",0,5건
100164100,정희정,국민의힘,기초의원비례,강원특별자치도 정선군,강원특별자치도,정선군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164100,10967,"1,097만원",0,없음
100164108,손경수,더불어민주당,기초의원비례,충청북도 충주시,충청북도,충주시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164108,10856,"1,086만원",0,없음
100164339,김익규,무소속,구시군의회의원,강원특별자치도 인제군가선거구,강원특별자치도,인제군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164339,10854,"1,085만원",10854,5건
100162612,김동준,무소속,구시군의회의원,경상북도 의성군다선거구,경상북도,의성군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162612,10709,"1,071만원",0,1건
100160594,구본길,더불어민주당,구시군의회의원,충청남도 공주시가선거구,충청남도,공주시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160594,10617,"1,062만원",0,1건
100157511,조은우,더불어민주당,구시군의회의원,경상남도 창원시차선거구,경상남도,창원시차선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157511,10538,"1,054만원",0,없음
100163913,장현수,국민의힘,시도의원,서울특별시 관악구제5선거구,서울특별시,관악구제5선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163913,10502,"1,050만원",5449,없음
100156851,오병관,더불어민주당,구시군의회의원,광주광역시 서구나선거구,광주광역시,서구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156851,10444,"1,044만원",0,1건
